screen_time,unlock_count,social_time,productivity_time,night_usage,session_count,scrolling_speed_avg,usage_consistency_shift,typing_cps,typing_pauses,scroll_erraticness,app_switch_count,reaction_delay_sec,mood_score,social_ratio,night_ratio,productivity_ratio,switch_per_hour,pause_per_keystroke,category
6.745071229516849,106,5.1476885381006925,3.5230298564080256,1.8126773002213312,122,394.7527689304435,-0.04083298881473052,10.151152093729364,17,1.5170240174343859,58,2.301405369644615,4,0.7631776744471456,0.26874097689998694,0.5223116575373398,8.598870112344898,0.1393442611529159,Anxiety
2.086719755342202,48,0.7380620011920696,3.5719539358237657,0.1515186325761655,39,64.41517375695042,-0.19768552578762508,3.996420031260599,6,0.9118976062075586,23,62.444383304453595,7,0.35369466628563556,0.07261088106219458,1.7117546402311983,11.022078512957629,0.1538461499013808,Balanced
3.3993613100811952,37,1.1991466938853015,5.852278184508938,0.2973005550524132,34,182.90179648412754,-0.2469044987688483,3.523325080023182,5,0.008065975224044897,9,63.93722471738247,8,0.35275636560689505,0.08745774293335389,1.7215811821980087,2.6475553880530702,0.1470588192041524,Balanced
4.17136828118997,29,0.7083528932315563,4.773700416833682,0.19237166766740804,29,114.77634935811574,-0.2555732089595458,3.5955581562547465,5,0.5164245589426079,27,77.88664660217523,8,0.16981303871267034,0.04611715115582622,1.1443965026927283,6.472694738811924,0.17241378715814526,Balanced
8.660782476777362,63,1.165631715701782,1.7804361016978874,3.116660609723768,76,133.61990155963832,0.15647102917013844,1.5430347007354634,41,1.106872008571247,24,110.07065795784048,2,0.13458732905946152,0.3598589686580484,0.20557448485715749,2.771111882008427,0.5394736771121885,Burnout
5.032320368092313,147,4.83818125199332,5.372296253626673,1.2636873559460993,118,296.3481547515152,0.1533306831258292,6.871874312112896,26,1.661412996250337,65,2.198375319489742,2,0.9614213596671412,0.25111420028906983,1.0675582620160127,12.916504182768566,0.22033898118356796,Anxiety
9.691506397106812,117,6.415402117702074,0.6315004438638738,2.0761918369863688,185,255.82465296088242,-0.29582872168128554,5.968644990532889,5,0.8017013560206696,87,1.0364850518678814,5,0.66196122593037,0.21422795772783196,0.06516018798607062,8.976931702695905,0.02702702688093499,Addiction
4.261055272179889,13,1.6727589719443832,3.6044835484197066,0.24217262870601158,56,143.3575636659574,-0.11947301410993819,4.671951064075804,0,0.21138863830654753,31,59.62898390976719,6,0.392569087356508,0.05683394286227529,0.8459131534950862,7.275191412607393,0.0,Balanced
7.09034531491154,139,1.846111228175102,5.452321013500419,1.4826441151473784,84,437.14114072575103,-0.245826137967355,8.127899549030161,13,1.4362450180821045,76,1.1962978744154382,4,0.2603696838182063,0.2091074327398176,0.7689780966035145,10.718799424531097,0.15476190291950115,Stress
6.190455625809978,35,1.9615813041709764,5.706604953678462,0.47471788312707586,50,135.37842812669828,-0.21748743351240404,5.019269386103285,1,0.5072672064764131,12,72.41096431923471,7,0.31687182751471377,0.07668543886533771,0.9218390982477471,1.938467664884072,0.01999999960000001,Balanced
3.216746707663763,36,1.906758608684835,2.769135683566045,0.3454919869208259,69,85.7006706175509,0.23225185455907033,4.647707086825843,5,0.5563645743554622,10,33.59086773831447,8,0.5927597629562507,0.10740412936261867,0.8608495086415072,3.1087299685254863,0.07246376706574251,Balanced
6.445477009849779,125,5.71707079698011,2.226288269498875,2.677921146061311,135,226.98870645844568,0.14789484307081446,10.574021088481299,27,1.5938004259520184,50,1.8732308630041075,2,0.8869894192864299,0.41547285429707387,0.34540312853394745,7.757376555096697,0.19999999851851855,Anxiety
4.963376129244322,44,1.911030079997245,5.896792982653947,0.25092237679942586,38,114.41942281497907,0.04614233077581548,3.8473517720276496,4,0.4682303949633288,22,76.54366498072048,8,0.3850261687223837,0.050554767503155455,1.1880606347460319,4.432465925342553,0.10526315512465383,Balanced
5.453534077157316,25,1.4827351719525959,3.0369843739338735,0.49543600016261463,50,144.50912731608736,-0.10984679690623339,4.400694088894673,7,0.3095075535310662,26,80.91142336692634,7,0.2718851444016895,0.0908467614406293,0.5568836233683707,4.767549787825447,0.13999999720000006,Balanced
6.321140616195306,78,4.673180925851182,2.385317379728837,1.2929140510390935,134,303.49252310676,0.18561669328710817,7.2855445532540655,22,1.5243138105472938,81,4.5807030780523545,2,0.7392938189959377,0.2045380612461738,0.37735547224847005,12.814141007768448,0.16417910325239476,Anxiety
