screen_time,unlock_count,social_time,productivity_time,night_usage,session_count,scrolling_speed_avg,usage_consistency_shift,typing_cps,typing_pauses,scroll_erraticness,app_switch_count,reaction_delay_sec,mood_score,category
5.119941307320987,102,1.508891344263901,6.237528002182154,2.984250789732435,141,120.1975341512912,-0.44191638783180054,10.527937603524286,35,0.42860045376582234,7,3.449554821200491,7,Balanced
11.669008373781937,47,0.5042832121255788,7.93769247432974,3.0874075481385828,77,286.140394234507,-0.06805498135788424,4.203520542178461,41,0.13999698964084628,64,44.59705935194931,1,Burnout
6.016769826387395,60,2.603540951969395,7.8658470864543055,2.3338144662398994,70,356.1383923645009,-0.04950074803045701,1.1459145727585318,24,2.896896099223678,118,46.86456380225002,8,Balanced
1.1756287744223561,139,4.263281645816862,3.5212199499168104,0.6101911742238941,27,65.47483450184828,0.40932040207878206,3.846579797600186,39,2.2660842309529574,10,25.74505788131447,7,Balanced
7.244703606019906,53,5.66724417860304,7.158618803421191,2.9894998940554256,67,196.94334596262593,0.0704439744053994,6.729176860284061,39,2.533601546034454,113,33.29053478109361,10,Balanced
10.116112600671222,133,2.0179955011239885,2.370188045632659,0.8263346953150125,108,494.0991214702328,0.2722447692966574,3.1858724968758967,23,0.04223946814525337,119,85.11602391786644,7,Balanced
9.01907884845086,42,3.8327798612955624,7.410407028106792,3.2553851275097223,47,438.3965416440171,0.12329812682755792,4.639878273379141,47,1.112454756594799,66,39.696815321182896,1,Burnout
9.025667961718705,113,2.0109698614453526,4.489947406781609,1.914634373768949,194,370.9601542503477,0.26078504861689744,7.174049173264459,13,1.4813867890931722,13,85.5688838726087,7,Balanced
2.2197990289301446,133,1.0934028484631746,0.251433485493874,3.182052056318902,71,303.4740073893727,0.1955160864261275,2.5326459984646323,38,1.2311487691068892,47,25.16428574343756,8,Balanced
11.37138927613779,80,2.093632991025724,1.2897702980320354,4.648488261712865,64,183.03515862697128,-0.3945057401697294,6.021880275312013,43,0.5597101766581075,34,106.11035081134533,2,Burnout
4.567795231058014,101,2.459638109423362,7.254627532366032,1.3606612469231765,46,242.19850488181535,0.3180147659224931,10.468036415819778,38,0.4939675594288252,31,50.6719093747047,10,Balanced
3.4431859151780326,60,1.9817678358918682,1.9530041779821934,0.8414552108646528,179,283.45577978451473,0.20301895889517785,4.999925626172233,48,0.7617462418030341,16,30.962093203218334,9,Balanced
6.46973356481624,122,1.3144781147436995,7.981923880391535,1.333905071376425,21,276.2055604529877,-0.44852124875001065,4.065111106602726,32,1.9030540341040914,6,64.18121541473923,8,Balanced
5.925614810304008,77,0.9446932948299338,2.9572356484912357,1.2107996913871295,57,215.50240972366396,0.13230583059357948,7.968826818369842,10,2.4492956196581517,20,100.40099697511931,9,Balanced
4.528580714689094,79,4.32697043734985,6.866870438509759,1.6297945260094238,183,57.46452301753527,0.012093058299280979,3.4914535271773177,31,0.2885296532742623,109,83.22159083419345,8,Balanced
5.2540888093059115,91,5.107405582490304,5.405520936314246,3.6760805962038607,197,466.1121282253533,0.377339353380981,3.8373579048667117,15,2.4516666006036476,64,32.03867180481868,9,Balanced
11.958790697337168,149,3.5706139948390367,7.061090745514718,0.9435355417068969,118,365.16102348774706,0.3466611422383059,10.419567210659016,32,1.9260949384628634,79,112.34056431229276,7,Balanced
9.63874716225338,113,3.8353598281277446,0.07357641293303718,0.5073577143301605,118,488.1487265398928,-0.2160790252625343,4.359002463788328,1,2.07568559307808,84,119.34043805068767,7,Balanced
2.9351777794507994,77,1.8048699812324003,2.603197585274142,3.732457025590121,147,384.87673537545305,0.22093992425212927,4.388668710376281,47,0.2810243034842774,119,76.72358156412155,9,Balanced
3.7550800046614254,47,5.883910720512549,3.893937223675641,4.53049393859277,46,407.66508659374176,0.002637093105192112,7.34594273088995,32,0.5857289633941335,65,60.40401220628553,9,Balanced
7.292046191301014,58,0.7398207446493856,7.956404086378728,2.349722569954715,65,461.68897559920185,-0.1298412997445556,1.1700227818175417,23,0.9922509140115411,50,116.03192346619667,10,Balanced
11.599819747981782,125,2.1194689063827212,3.080781828815402,4.255683357584284,86,126.27173600874161,0.056801262458350155,11.297702515768592,2,1.710183510268095,28,25.86132739622786,7,Balanced
8.382578685064557,136,3.350813088000552,7.0189845754236435,3.703843088771022,180,111.47959914891297,0.2089109969101186,7.0810197459869855,41,2.428083466435541,103,31.48862628774051,1,Burnout
7.726650819522486,69,3.3123831937351578,4.012130357497597,3.9914758948338758,84,81.92341264996745,-0.10321617278611162,1.5584538414333662,22,0.08285031562111411,102,12.18385084106341,9,Balanced
7.3610815509579135,95,2.3048396711110257,1.2403329338219535,4.909204441552656,169,315.87496725605484,-0.46949975006095057,1.4108300762413586,5,0.9097965440196685,111,16.120201005574287,9,Balanced
6.7446758606028485,62,1.9934860370085803,7.722014643126158,2.286325808068643,25,73.25677452587347,0.031354631568147995,6.946986337711172,39,2.178274001167985,17,116.37488718658491,8,Balanced
8.860546145979473,129,1.9895773819414082,3.511771365645089,0.3922819067113298,136,86.39283497773894,-0.07168552505989223,8.57349890841903,0,0.5198829602125373,5,53.63991533800143,7,Balanced
3.6376609507314357,127,4.430277574850343,5.28157901374185,1.3996694847297142,35,282.513315841955,0.15711132850016685,5.792401885456801,28,1.2588001872833696,80,68.35842804879508,9,Balanced
2.745110924067401,95,0.5791641874636573,0.9285811240553299,0.23001321010876374,113,434.95726280495325,0.20365785938002368,6.215912119960577,25,2.2900932690117326,89,57.34314072288731,8,Balanced
2.905220569010167,110,2.691776039185554,4.926800784417732,3.175468254338219,53,167.40213050377128,-0.48469545970961525,11.267799388874312,31,2.5694695235649667,73,82.39168855837879,10,Balanced
7.774362808289052,89,4.033306030134736,0.2120904843329745,2.9288779063673163,103,308.96338004414554,-0.11183007379347809,8.076170402865884,32,2.433612530208009,47,113.0343122444065,4,Anxiety
5.247129015808516,83,1.6367639793220996,2.19168901856907,1.0729455985418705,65,58.19982154319737,-0.4055570392440716,8.513074507579926,16,1.9671679061422265,97,101.54016200536509,8,Balanced
1.2559912930940844,124,2.0502012612536995,0.94531862097325,3.483685826820753,94,444.86240608717384,0.23507104380388577,9.838290234233334,35,0.5323186313391685,77,68.65391376624504,9,Balanced
7.335170327838931,108,2.7693972230128456,2.9761446863422654,3.882064803709984,171,440.2024732443749,0.061866692143773605,3.624565457693742,12,2.2197262813421235,103,13.27174039147598,4,Addiction
10.928081973475233,71,3.2310865487569274,3.1169446897536277,1.4881758725465544,38,225.1407554303734,-0.48916234851970164,10.959201740611901,11,1.0647155713881618,32,114.05737407904579,8,Balanced
11.456678616313116,92,3.2116411177449273,0.6662752895620772,0.4585207362924054,159,197.89904541646217,0.17251845607703842,9.27611982381448,22,2.3438881514136076,43,11.853526262794153,8,Balanced
6.438623351728396,131,2.9284177575535737,7.101633462066398,1.7545750627603933,165,485.8933747883607,0.18803001017503906,10.206602616611113,16,0.30336802836837073,11,51.70488553058599,10,Balanced
3.448340593281336,146,5.020230326096959,5.64993781725197,0.4067439032094988,184,154.9526325910375,0.0813054172267823,10.494523741879043,21,2.438398701772508,75,118.33412659492164,4,Addiction
9.287160037848357,79,4.394996575707599,3.8533359037129227,1.8899379506112723,186,240.89990416113932,0.406354385094736,2.223172305367665,2,0.7610465216194162,118,56.770616397301026,8,Balanced
