screen_time,unlock_count,social_time,productivity_time,night_usage,session_count,scrolling_speed_avg,usage_consistency_shift,mood_score,category
5.119941307320987,102,1.508891344263901,6.237528002182154,2.984250789732435,141,120.1975341512912,-0.44191638783180054,7,Balanced
4.670794722529241,113,4.394399177878251,0.16467595436641957,4.8495492608099715,177,145.55259980522428,-0.3181750327928994,2,Addicted
7.792296605904882,67,3.386160373977308,3.455560149136926,1.4561457009902097,78,229.93743727186495,-0.4533343367863846,9,Balanced
5.20708190393879,73,3.0671959128638897,6.879523253890564,3.4015376929388985,92,79.27321684337578,0.44888553725333324,8,Balanced
5.239581527939077,99,1.0371966270351112,5.473864212097255,2.2007624686980067,191,272.8296095500716,-0.4656114788847816,8,Balanced
3.846579797600186,113,4.654487756747089,3.4012469959299576,1.039708314340944,23,133.18450498648718,0.46958462776455856,8,Balanced
5.9472954670674225,23,4.499995977210315,2.612326150446683,2.852219872026997,59,430.0402319051681,0.24732011013738087,3,Stressed
7.45426282230233,133,2.0179955011239885,2.370188045632659,0.8263346953150125,108,494.0991214702328,0.2722447692966574,3,Stressed
1.0607432883596264,148,1.5936332224884284,5.6907356219892,3.9508777026560282,142,83.32009328034067,-0.1415342714557274,10,Balanced
11.064556430981588,81,2.9719787077601185,0.7632809319232905,1.8540912609913318,81,196.33249491203617,0.22960617833806407,7,Balanced
4.021939722890705,44,3.097182088390721,0.9567539675064136,3.566223936114975,20,374.77828452419294,-0.26401508025104425,7,Balanced
1.4447694849227448,24,1.1098995144650723,3.514692014926161,1.008596011676981,115,336.3846850687012,-0.18564401892367333,7,Balanced
10.983231213187024,38,1.7583899102039235,0.6158392786303439,1.4487572645688402,105,446.210527556866,0.12435404813379325,8,Balanced
2.160436858132977,37,4.920196422945129,1.4925604710882867,4.462794992449889,94,195.95525945237327,-0.37791204529932665,8,Balanced
4.498038224690503,138,1.7536433939806793,3.4168623090100505,4.090073829612465,22,53.128458739035814,0.010747302577565732,7,Balanced
6.3331296849488155,60,1.9817678358918682,1.9530041779821934,0.8414552108646528,179,283.45577978451473,0.20301895889517785,8,Balanced
